id,complication_in_preparing,time_consuming,no_restuarants_for_grab_n_go,easy_access,have_to_prepare_both_vegatrain_and_non_vegetarian,hard_time_grocery_shopping,difficult_during_time_of_transition
6318.0,5,3,3,1,3,5,5
6327.0,3,3,3,3,3,3,3
6328.0,1,1,5,1,5,1,1
6330.0,3,5,1,5,3,1,1
6331.0,1,1,1,1,1,1,1
6343.0,3,3,3,1,1,1,5
6347.0,1,5,5,1,5,1,1
6354.0,3,3,5,5,1,3,5
6355.0,1,3,1,1,1,1,1
6356.0,1,1,1,1,1,1,5
6359.0,1,3,1,3,1,1,1
6380.0,3,5,1,1,1,1,1
6402.0,1,1,5,5,5,1,5
6413.0,1,1,3,1,1,1,1
6417.0,1,1,1,1,1,1,1
6419.0,3,3,3,1,5,1,3
6443.0,1,1,1,5,1,1,1
6444.0,3,1,1,1,1,1,3
6472.0,3,5,3,5,1,1,3
6481.0,1,1,5,1,5,1,3
6493.0,1,5,1,3,5,3,1
6496.0,1,5,1,1,5,1,1
6510.0,1,3,5,5,5,5,5
6515.0,1,1,5,1,1,1,5
6527.0,1,1,1,1,3,1,1
6533.0,5,3,5,1,1,1,5
6535.0,5,5,3,1,5,1,3
6565.0,3,3,3,3,3,3,3
6570.0,3,3,3,1,1,1,1
6578.0,3,3,1,1,3,3,3
6579.0,1,1,5,1,5,1,1
6593.0,3,3,1,1,5,1,1
6603.0,1,5,3,1,5,1,3
6606.0,5,1,5,1,1,5,5
6619.0,1,1,5,1,5,1,1
6629.0,1,1,1,1,5,1,1
6657.0,5,3,3,5,1,5,5
6697.0,1,1,5,1,3,1,1
6710.0,1,5,1,1,1,1,1
6737.0,1,1,1,1,1,1,1
6739.0,5,5,1,1,3,1,1
6750.0,3,1,3,3,3,3,3
6754.0,1,1,5,3,1,1,1
6760.0,1,1,5,1,1,1,1
6765.0,3,3,5,1,5,1,3
6771.0,1,1,3,1,1,1,3
6796.0,5,5,5,1,5,5,5
6799.0,1,1,1,1,1,1,1
6814.0,5,5,5,5,1,1,5
6824.0,5,5,5,1,5,5,5
6830.0,1,1,1,1,5,1,1
6831.0,1,1,1,1,1,1,1
6833.0,3,1,5,5,5,1,5
6835.0,1,1,3,3,1,1,3
6843.0,3,3,5,5,1,1,1
6849.0,1,3,1,1,5,1,1
6852.0,1,1,1,1,1,1,1
6857.0,1,1,5,1,1,1,1
6864.0,1,1,1,1,1,1,1
6867.0,1,1,1,3,1,1,1
6869.0,3,3,5,1,5,1,1
6882.0,1,1,1,1,1,1,1
6883.0,1,5,5,3,1,1,5
6907.0,3,3,1,1,1,1,1
6920.0,1,1,1,1,1,1,1
6924.0,5,5,5,1,5,5,5
6956.0,1,5,5,1,5,1,5
6959.0,1,1,5,1,5,1,5
6967.0,5,5,5,1,5,1,3
6971.0,1,1,5,5,1,1,1
6976.0,5,5,3,5,1,1,5
6977.0,5,1,1,3,1,1,1
6980.0,3,3,5,1,5,1,5
6994.0,1,1,5,1,5,1,1
7002.0,5,5,5,1,1,1,3
7004.0,5,5,5,1,5,1,3
7022.0,1,1,1,1,1,1,1
7025.0,1,1,1,1,1,1,1
7033.0,5,5,5,5,1,1,1
7043.0,3,3,3,3,1,3,3
7070.0,1,1,3,1,5,1,3
7078.0,5,5,5,3,5,1,3
7088.0,1,1,5,1,5,1,1
7100.0,5,5,5,3,1,1,1
7101.0,1,3,5,5,1,5,5
7103.0,1,3,5,1,1,1,1
7124.0,1,1,5,1,1,1,1
7129.0,1,1,1,3,1,1,3
7145.0,1,1,5,5,1,1,1
7146.0,1,1,5,1,1,1,5
7149.0,3,3,3,3,3,3,3
7154.0,1,1,5,1,3,1,5
7167.0,1,1,1,1,1,1,1
7169.0,3,3,5,1,1,1,3
7188.0,5,5,5,1,5,5,5
7198.0,3,3,5,1,5,1,3
7204.0,1,1,1,1,1,1,1
7205.0,3,3,5,1,3,1,3
7211.0,3,5,5,3,5,3,5
7218.0,3,3,3,3,3,3,3
7224.0,1,1,5,5,1,5,1
7255.0,1,1,1,5,3,1,1
7256.0,3,5,5,1,1,1,1
7261.0,1,5,1,1,5,1,1
7267.0,1,3,1,1,1,1,1
7277.0,3,3,5,1,3,1,3
7283.0,5,5,1,3,1,1,5
7285.0,5,1,5,1,1,1,5
7286.0,3,3,5,3,5,1,3
7308.0,1,1,1,1,5,1,1
7321.0,1,1,1,1,5,1,1
7336.0,5,3,5,5,1,3,5
7348.0,3,3,3,1,1,1,1
7352.0,5,5,5,5,5,5,5
7353.0,5,3,5,1,3,3,5
7366.0,1,1,1,1,5,1,1
7379.0,1,1,1,1,5,1,1
7402.0,1,3,3,1,5,1,3
7408.0,5,5,1,3,1,1,5
7429.0,1,1,3,5,3,3,3
7445.0,3,3,5,3,1,1,5
7450.0,1,1,1,1,1,1,3
7455.0,3,1,1,1,1,1,1
7457.0,1,1,1,5,1,3,5
7465.0,5,5,1,5,1,1,1
7475.0,1,1,5,1,1,1,1
7478.0,3,3,3,5,1,1,1
7482.0,5,5,5,1,5,1,5
7490.0,1,1,3,1,1,1,1
7492.0,5,5,1,1,5,1,5
7520.0,1,1,1,3,5,1,3
7524.0,1,1,5,1,1,1,1
7591.0,5,5,5,3,1,1,5
7610.0,3,5,1,5,1,1,1
7616.0,1,1,5,3,1,1,1
7618.0,1,1,1,1,1,1,1
7620.0,5,1,1,5,1,1,5
7625.0,1,1,3,5,5,1,3
7632.0,1,1,3,1,3,1,1
7641.0,3,1,3,1,1,1,1
7655.0,1,5,5,3,3,1,5
7661.0,1,1,1,1,5,1,1
7662.0,3,1,1,1,1,1,1
7671.0,1,1,1,1,5,1,1
7672.0,1,1,1,3,1,1,1
7680.0,5,5,5,1,5,1,3
7682.0,1,3,1,1,3,1,1
7685.0,5,1,5,5,3,5,3
7689.0,1,5,1,1,5,1,1
7698.0,1,5,3,1,1,1,5
7701.0,3,3,5,5,5,5,3
7716.0,1,3,3,1,5,1,3
7724.0,5,5,5,1,5,5,5
7736.0,1,3,1,1,1,1,1
7741.0,1,1,1,1,1,1,1
7745.0,1,3,1,1,1,1,1
7755.0,1,1,1,1,1,1,1
7767.0,1,1,3,5,1,1,5
7790.0,5,5,3,1,5,1,1
7792.0,1,5,1,5,1,1,1
7799.0,1,3,3,1,1,1,1
7804.0,3,3,3,3,3,3,3
7819.0,1,3,3,5,5,1,3
7831.0,5,5,5,1,1,1,1
7852.0,1,1,3,3,1,1,1
7884.0,5,5,5,5,5,1,5
7886.0,1,5,5,5,1,1,5
7909.0,5,5,1,1,5,1,3
7920.0,3,3,3,1,1,1,1
7922.0,1,5,3,1,1,1,1
7939.0,1,3,1,3,1,1,1
7951.0,5,3,1,1,1,1,1
7956.0,3,3,3,1,3,1,5
7980.0,3,5,3,1,3,3,3
7982.0,3,5,1,5,5,1,1
8001.0,5,5,5,5,1,5,5
8012.0,1,1,1,1,1,1,1
8029.0,1,1,1,1,3,1,3
8050.0,5,5,5,1,5,1,1
8061.0,1,1,3,3,1,1,1
8064.0,1,1,5,1,1,1,5
8080.0,3,3,3,5,1,5,3
8083.0,1,3,1,1,3,1,3
8088.0,3,3,5,5,5,1,5
8103.0,3,3,3,3,3,3,3
8171.0,1,1,1,1,3,1,1
8210.0,1,1,1,3,1,1,1
8211.0,1,1,1,1,1,1,1
8213.0,1,1,3,5,1,1,1
8246.0,1,1,1,5,5,1,1
8264.0,1,1,3,1,1,1,3
8274.0,1,1,1,5,1,1,1
8288.0,1,3,5,1,1,1,1
8296.0,3,3,3,5,1,5,3
8298.0,3,5,5,1,5,3,1
8303.0,1,1,1,3,1,1,1
8310.0,1,5,5,1,1,1,5
8334.0,1,1,3,1,1,3,1
8360.0,1,3,1,3,3,1,3
8377.0,3,3,3,5,1,5,3
8405.0,1,1,5,1,1,1,1
8411.0,1,3,5,1,5,1,1
8414.0,1,1,1,1,5,1,5
8420.0,3,3,3,3,3,3,3
8422.0,1,1,3,5,5,1,3
8434.0,1,1,5,1,5,1,1
8440.0,1,1,1,1,3,3,1
8447.0,1,1,1,1,1,1,1
8450.0,5,1,1,1,1,1,1
8481.0,3,3,3,3,3,3,3
8486.0,3,3,1,3,1,3,1
8490.0,1,1,1,5,1,1,1
8491.0,1,5,1,1,5,1,1
8520.0,5,5,1,5,1,1,1
8523.0,3,5,5,1,5,1,5
8535.0,1,1,5,3,1,1,1
8545.0,1,3,5,1,1,1,5
8551.0,1,1,1,5,1,1,1
8567.0,3,3,5,1,5,1,3
8576.0,1,3,1,5,1,1,1
8584.0,1,1,1,1,5,1,1
8599.0,1,1,1,5,1,1,1
8602.0,1,1,5,3,5,5,1
8614.0,1,1,5,5,1,1,1
8621.0,1,5,5,1,1,1,5
8622.0,1,1,1,1,5,1,3
8646.0,1,1,1,3,1,1,1
8650.0,1,1,1,1,1,1,1
8669.0,1,1,5,5,1,1,5
8680.0,3,1,5,5,1,1,1
8689.0,1,1,1,1,1,1,1
8710.0,1,1,5,5,1,1,1
8724.0,1,5,5,1,1,1,5
8742.0,1,1,1,1,5,1,3
8767.0,1,1,1,1,5,1,1
8778.0,5,5,5,1,1,1,5
8793.0,5,3,5,5,1,1,5
8809.0,5,5,5,5,1,1,5
8819.0,5,5,5,1,3,5,1
8823.0,3,1,3,5,3,5,3
8828.0,3,1,1,1,3,3,3
8838.0,1,1,1,1,5,1,1
8842.0,3,5,3,5,3,1,3
8883.0,5,5,5,3,1,5,3
8887.0,1,1,5,5,5,1,5
8898.0,1,1,1,3,1,1,1
8910.0,1,1,1,1,1,1,1
8918.0,1,1,5,1,1,1,5
8935.0,1,1,1,1,1,1,1
8956.0,1,1,3,3,1,3,3
8981.0,1,1,1,1,1,1,1
8997.0,3,3,3,3,3,3,3
8999.0,1,1,3,1,1,1,1
9022.0,1,1,5,1,1,1,3
9039.0,1,1,1,1,1,1,1
9040.0,1,3,3,1,1,1,1
9042.0,3,3,3,3,3,3,3
9051.0,1,5,1,1,1,5,5
9066.0,1,3,3,1,5,1,3
9076.0,3,1,5,3,3,3,3
9085.0,5,3,5,5,1,5,1
9090.0,3,3,3,3,3,3,3
9092.0,1,1,1,1,1,1,1
9104.0,1,5,1,1,5,1,1
9111.0,3,3,5,5,1,1,5
9117.0,3,3,3,3,3,3,3
9120.0,1,1,1,1,1,1,1
9123.0,1,1,1,1,1,1,3
9143.0,1,1,3,1,3,1,1
9145.0,5,5,1,1,5,1,1
9170.0,1,1,1,3,1,1,1
9175.0,1,1,5,5,5,1,5
9183.0,1,1,5,5,1,1,3
9193.0,3,3,3,3,3,3,3
9207.0,3,3,3,3,1,3,3
9217.0,5,5,3,3,3,1,3
9223.0,5,5,5,5,5,5,5
9250.0,3,3,1,5,1,3,1
9255.0,5,5,5,1,1,1,5
9264.0,1,5,3,1,1,1,3
9279.0,1,1,5,1,5,1,1
9285.0,5,1,5,5,1,1,5
9291.0,1,1,3,1,1,1,1
9299.0,5,3,3,3,3,3,5
9309.0,5,5,5,5,1,1,1
9320.0,5,3,5,1,1,5,5
9324.0,1,3,1,1,5,1,1
9358.0,1,3,1,3,1,3,1
9375.0,3,3,3,3,3,3,3
9391.0,1,1,5,5,1,1,1
9402.0,1,1,1,1,1,1,1
9413.0,5,5,5,5,1,1,5
9425.0,5,5,1,1,5,1,5
9445.0,1,1,1,1,3,1,1
9462.0,1,1,5,3,1,1,1
9556.0,1,3,5,1,1,1,1
9561.0,1,1,1,1,5,1,1
9566.0,3,5,5,1,5,5,5
9576.0,5,5,5,1,1,1,5
9577.0,1,1,5,1,3,1,1
9578.0,1,1,1,1,1,1,1
9591.0,1,1,1,1,1,1,1
9592.0,1,1,1,1,1,1,5
9608.0,1,1,5,1,1,1,1
9610.0,3,5,5,3,3,3,5
9614.0,5,1,5,1,1,1,5
9626.0,3,3,3,3,3,3,3
9631.0,5,5,5,5,5,5,5
9635.0,1,1,1,1,1,1,1
9647.0,1,1,1,1,5,1,1
9655.0,5,5,5,1,1,1,3
9666.0,3,3,1,5,1,1,1
9672.0,3,3,3,3,3,3,3
9675.0,5,3,5,5,5,1,5
9678.0,1,1,5,5,5,1,3
9690.0,5,5,5,5,1,3,5
9692.0,1,1,1,1,1,1,1
9703.0,1,1,1,1,1,1,1
9709.0,1,1,1,1,1,1,1
9714.0,3,5,3,3,5,5,3
9733.0,1,1,3,1,1,1,3
9743.0,1,5,5,1,1,1,5
9750.0,1,1,1,1,5,1,5
9757.0,5,3,1,1,1,1,1
9762.0,5,5,5,1,1,1,5
9765.0,1,1,3,3,1,1,1
9774.0,1,3,5,1,3,1,5
9779.0,1,1,1,1,5,1,1
9784.0,1,1,1,1,1,1,1
9792.0,3,1,1,5,1,5,3
9795.0,1,1,5,1,5,1,5
9798.0,5,5,5,1,3,1,5
9809.0,3,3,5,3,1,1,3
9812.0,5,5,5,1,5,1,5
9828.0,1,1,1,1,1,1,1
9844.0,1,1,1,1,5,1,1
9872.0,1,1,1,1,3,1,1
9875.0,1,3,5,5,1,1,1
9890.0,1,1,1,1,1,1,1
9901.0,1,1,5,1,5,1,1
9910.0,3,5,1,1,3,1,1
9916.0,1,1,5,1,5,1,3
9924.0,5,1,5,5,5,1,5
9928.0,1,1,5,1,1,1,3
9934.0,1,1,5,3,1,1,1
9938.0,1,1,1,1,5,1,5
9949.0,1,3,5,3,1,1,1
9968.0,1,1,3,1,1,1,1
9984.0,1,1,1,5,1,1,1
9985.0,1,1,1,1,1,5,1
9989.0,3,1,3,1,5,1,3
9993.0,1,1,5,5,5,1,1
10005.0,5,5,5,1,5,5,5
10007.0,3,3,3,3,3,5,3
10009.0,1,1,5,3,1,1,1
10012.0,5,3,5,1,1,1,5
10017.0,1,5,1,1,5,1,1
10019.0,3,5,5,1,1,1,1
10023.0,5,5,5,1,1,1,1
10028.0,1,1,1,1,1,1,1
10029.0,1,1,1,1,5,1,1
10040.0,1,1,1,1,5,1,1
10045.0,3,3,5,3,1,5,3
10051.0,3,5,3,5,1,1,3
10057.0,1,3,3,1,3,1,3
10099.0,1,1,1,5,1,1,1
10100.0,1,1,1,1,1,1,1
10102.0,3,1,1,5,1,5,5
10110.0,3,1,3,1,1,1,3
10122.0,5,5,5,1,5,5,5
10123.0,5,5,5,3,1,3,5
10127.0,5,3,5,5,5,3,5
10139.0,3,3,1,1,5,1,3
10161.0,1,3,5,1,1,1,1
10164.0,3,5,5,5,1,3,3
10184.0,1,5,5,1,1,1,1
10188.0,1,1,1,5,1,1,1
10193.0,1,1,1,1,5,1,1
10196.0,3,3,5,1,3,5,3
10211.0,1,1,1,1,1,1,1
10224.0,1,1,3,3,1,1,1
10230.0,1,5,3,1,5,1,1
10240.0,1,3,1,1,1,1,3
10250.0,5,5,5,5,5,3,5
10257.0,1,1,1,5,1,1,5
10265.0,1,5,1,1,5,1,1
10270.0,1,1,3,1,3,1,1
10284.0,1,1,1,1,1,1,1
10285.0,5,5,3,1,1,1,1
10288.0,5,3,3,3,5,1,5
10289.0,1,3,1,1,5,1,1
10300.0,1,3,5,1,1,1,1
10303.0,1,1,1,3,1,1,1
10307.0,5,5,5,3,3,5,5
10309.0,1,1,1,1,1,1,1
10314.0,3,3,1,1,3,1,5
10326.0,1,1,5,3,1,3,1
10335.0,1,1,1,5,1,1,1
10352.0,1,3,3,3,1,1,1
10369.0,1,1,5,1,1,1,1
10370.0,1,1,5,3,1,1,1
10400.0,5,5,1,1,5,5,5
10402.0,1,1,3,1,1,1,3
10429.0,1,1,1,1,1,1,1
10435.0,1,1,3,3,1,1,1
10439.0,1,1,5,1,1,1,1
10443.0,1,3,5,1,1,1,5
10474.0,5,3,5,5,5,3,5
10476.0,1,1,1,5,1,1,3
10483.0,1,3,5,1,1,1,1
10488.0,1,1,3,5,1,1,1
10490.0,1,1,1,5,1,1,1
10492.0,5,5,5,1,1,1,3
10495.0,1,1,3,1,1,1,1
10501.0,3,3,5,5,1,1,5
10508.0,1,1,1,1,3,1,1
10509.0,5,5,5,5,5,1,5
10516.0,1,5,3,1,5,1,3
10535.0,1,1,3,3,1,1,5
10560.0,1,1,1,1,1,1,5
10563.0,1,1,3,1,1,1,1
10572.0,1,1,1,1,1,1,3
10574.0,1,1,1,5,1,1,1
10580.0,1,1,1,1,1,1,1
10582.0,1,1,1,1,1,1,3
10599.0,1,1,3,1,5,1,1
10601.0,1,3,1,1,3,5,1
10649.0,5,5,5,5,5,1,5
10679.0,1,1,1,1,1,1,1
10680.0,1,1,5,1,5,1,3
10689.0,1,1,1,1,5,1,3
10690.0,3,1,3,1,1,5,3
10693.0,5,5,1,1,1,1,1
10711.0,1,1,1,1,1,1,1
10716.0,1,1,5,3,1,1,1
10719.0,5,1,1,5,1,1,1
10726.0,5,5,5,1,5,5,5
10749.0,5,3,3,3,3,3,5
10752.0,1,1,5,5,1,1,1
10769.0,5,5,5,1,5,5,5
10772.0,1,1,1,1,1,1,1
10780.0,1,1,1,1,5,1,1
10782.0,3,3,3,1,1,1,1
10783.0,3,5,3,1,5,1,3
10787.0,1,1,1,3,1,1,1
10801.0,5,5,5,1,5,1,5
10802.0,3,3,5,3,1,1,3
10809.0,1,1,1,1,1,1,1
10817.0,3,3,3,1,5,1,5
10821.0,3,3,3,3,3,3,3
10829.0,5,3,5,3,1,1,5
10831.0,3,5,5,5,5,1,5
10837.0,1,5,1,5,1,1,3
10851.0,1,1,1,3,3,1,1
10854.0,1,1,5,1,1,1,1
10855.0,1,1,5,3,5,1,5
10858.0,1,3,5,1,5,1,1
10859.0,3,3,5,5,5,1,5
10865.0,1,1,5,1,5,1,5
10874.0,1,1,1,5,1,5,1
10877.0,1,1,5,3,1,1,5
10884.0,1,1,5,3,1,1,1
10886.0,5,1,5,5,1,1,3
10887.0,1,1,1,1,1,1,1
10905.0,3,5,5,3,1,1,5
10907.0,3,5,3,1,1,5,5
10913.0,1,1,1,1,5,1,5
10928.0,1,1,3,1,1,1,1
10937.0,1,1,1,5,1,1,1
10946.0,1,1,1,1,1,1,1
10957.0,3,3,3,5,5,1,1
10959.0,5,5,3,3,5,5,5
10962.0,1,3,3,1,1,1,1
10974.0,5,5,5,1,5,1,5
10982.0,1,1,1,3,1,1,3
10984.0,1,1,1,1,1,1,1
10988.0,1,3,1,1,5,1,3
11001.0,3,3,3,5,1,1,3
11002.0,1,3,1,1,1,1,1
11007.0,1,5,1,1,5,1,5
11023.0,1,1,1,5,1,1,1
11028.0,5,1,5,1,1,1,1
11029.0,1,1,5,5,1,1,5
11038.0,5,5,1,1,1,1,1
11045.0,1,1,1,5,1,1,1
11054.0,1,1,1,1,1,1,1
11056.0,3,5,5,1,1,1,3
11069.0,1,5,3,1,1,1,1
11074.0,1,5,3,5,1,1,5
11077.0,1,3,3,1,1,1,3
11094.0,5,5,5,1,5,5,5
11096.0,1,1,1,3,5,1,1
11099.0,1,1,1,1,1,1,1
11101.0,3,1,3,1,1,1,1
11121.0,1,3,1,5,1,1,1
11127.0,1,1,1,1,1,1,1
11133.0,3,3,3,3,3,3,3
11136.0,1,1,5,1,1,1,1
11139.0,3,5,5,1,1,1,5
11142.0,5,5,5,1,1,1,5
11156.0,3,3,1,1,5,3,1
11185.0,1,1,1,1,1,1,1
11214.0,1,1,1,3,1,1,1
11224.0,1,1,3,1,1,1,1
11234.0,1,1,5,1,1,1,1
11236.0,5,5,5,5,1,1,1
11238.0,1,3,1,1,1,1,1
11251.0,1,5,5,1,5,1,5
11257.0,1,1,5,1,5,1,1
11258.0,1,5,5,5,5,3,3
11264.0,1,1,1,1,1,1,1
11274.0,1,1,5,3,5,1,1
11270.0,1,1,1,1,1,1,1
11272.0,5,5,3,1,5,1,1
11279.0,5,1,5,5,1,1,1
11285.0,1,1,1,1,1,1,1
11286.0,5,5,5,1,5,5,5
11290.0,1,1,1,1,5,5,3
11299.0,3,3,5,3,3,1,5
11309.0,1,1,3,3,5,1,3
11314.0,3,3,3,3,3,3,3
11317.0,3,5,5,1,5,1,5
11320.0,3,3,1,1,3,3,3
11333.0,1,1,5,5,5,1,1
11334.0,1,1,1,1,1,1,1
11345.0,3,3,3,5,5,1,3
11349.0,3,3,5,1,1,1,3
11352.0,1,1,3,1,1,1,5
11361.0,1,1,3,1,3,1,5
11384.0,3,5,5,5,5,1,5
11394.0,1,1,1,1,1,1,1
11395.0,1,1,1,1,5,1,1
11412.0,1,1,5,1,1,1,3
11434.0,1,1,5,1,1,1,1
11436.0,3,5,3,5,5,1,3
11459.0,1,5,1,1,1,1,1
11474.0,1,5,5,1,1,1,5
11479.0,5,5,5,1,5,5,5
11483.0,1,1,1,3,1,1,1
11491.0,1,1,1,5,1,1,1
11499.0,1,1,5,5,1,1,1
11512.0,3,5,5,1,1,3,5
11517.0,5,5,5,5,1,1,3
11521.0,1,1,1,1,1,1,1
11532.0,5,3,5,5,5,1,1
11533.0,3,5,3,5,5,1,3
11536.0,1,1,5,1,1,1,1
11539.0,1,1,1,1,1,1,1
11559.0,1,1,5,1,1,1,1
11560.0,5,5,5,1,1,1,1
11561.0,1,1,5,5,1,1,1
11571.0,3,3,1,1,5,1,3
11578.0,1,3,1,3,5,1,1
11590.0,3,3,3,3,3,3,3
11598.0,1,1,1,1,5,1,1
11611.0,1,1,1,5,1,1,1
11635.0,5,5,1,3,1,1,5
11649.0,1,1,5,5,5,5,1
11653.0,3,5,1,1,5,5,1
11654.0,5,5,1,1,5,1,5
11666.0,1,1,1,3,1,1,1
11675.0,3,3,3,3,5,3,3
11677.0,1,1,1,1,1,1,1
11691.0,1,1,5,1,5,1,1
11694.0,1,5,5,1,1,1,5
11702.0,1,1,5,5,1,1,1
11719.0,5,5,5,5,5,1,5
11720.0,3,5,5,1,5,1,1
11743.0,1,1,3,5,1,3,3
11747.0,1,1,1,1,1,1,3
11763.0,5,5,1,1,1,1,1
11764.0,3,3,1,1,3,1,1
11772.0,5,5,5,3,1,3,3
11780.0,1,1,1,1,3,1,5
11782.0,5,5,5,1,5,1,5
11783.0,3,3,3,1,3,5,1
11789.0,5,5,5,1,5,5,5
11791.0,1,1,1,3,5,1,1
11794.0,1,1,1,1,1,1,1
11798.0,1,1,1,1,5,1,1
11806.0,5,5,3,1,1,1,3
11814.0,5,5,5,1,1,1,5
11817.0,3,5,5,1,5,5,5
11829.0,3,5,5,5,5,5,5
11866.0,1,1,1,1,5,1,1
11869.0,1,1,5,1,1,1,5
11876.0,1,5,3,1,5,1,3
11889.0,5,5,1,1,5,1,3
11892.0,1,1,5,1,1,1,1
11898.0,3,3,3,3,3,3,3
11905.0,1,1,1,3,1,1,3
11906.0,1,3,5,5,1,1,5
11908.0,1,1,1,3,1,1,5
11918.0,5,1,3,1,5,1,5
11935.0,1,1,1,1,1,1,1
11937.0,3,3,3,3,3,3,3
11942.0,3,3,3,3,1,5,1
11943.0,1,1,1,1,1,3,3
11955.0,1,1,5,1,1,1,1
11957.0,1,5,5,1,3,1,1
11959.0,5,5,5,5,5,3,5
11969.0,5,3,5,5,1,1,1
11980.0,1,1,1,1,5,1,1
11981.0,3,5,3,3,5,1,5
11985.0,1,1,1,1,5,1,1
11991.0,5,3,5,5,1,1,3
12002.0,5,5,1,1,5,1,5
12004.0,5,5,5,1,5,3,5
12005.0,3,3,3,3,3,3,3
12027.0,3,1,5,5,1,5,1
12031.0,1,1,5,5,1,1,1
12032.0,5,5,1,1,3,1,1
12044.0,1,1,1,5,1,1,1
12048.0,1,3,1,5,1,1,1
12055.0,1,1,3,1,1,1,1
12063.0,5,5,5,5,5,3,5
12082.0,3,5,5,1,1,1,5
12083.0,1,3,5,1,1,1,5
12105.0,5,3,1,1,3,3,5
12124.0,1,1,5,1,1,1,3
12127.0,3,1,5,5,5,5,1
12137.0,1,1,3,1,1,1,5
12139.0,1,1,1,1,1,1,1
12140.0,3,3,3,3,3,3,3
12145.0,3,5,5,5,1,3,5
12149.0,5,5,1,1,1,1,5
12150.0,3,1,5,5,5,1,1
12153.0,5,5,1,1,5,3,5
12174.0,5,5,5,1,5,1,5
12176.0,1,1,1,1,1,5,1
12180.0,3,3,3,1,3,3,3
12185.0,1,1,1,5,1,1,1
12190.0,1,1,1,1,1,1,1
12194.0,1,1,1,1,1,1,1
12197.0,1,1,1,3,1,1,1
12202.0,3,3,5,1,1,1,5
12239.0,1,3,5,5,1,1,1
12243.0,1,5,1,1,1,1,1
12258.0,5,3,1,3,5,3,3
12271.0,1,1,1,3,5,1,1
12272.0,1,1,1,3,5,1,1
12273.0,1,1,1,5,1,1,1
12274.0,1,1,3,1,1,1,1
12277.0,1,1,3,1,3,5,1
12278.0,5,1,5,1,1,1,5
12287.0,1,1,1,1,1,1,1
12288.0,5,5,5,1,5,5,5
12291.0,1,1,1,1,1,1,1
12294.0,5,5,5,1,5,3,5
12296.0,1,1,1,1,1,1,1
12307.0,3,3,5,1,3,5,5
12333.0,5,3,3,1,1,3,1
12334.0,5,1,5,3,1,5,5
12357.0,3,3,5,1,1,1,3
12378.0,5,5,3,5,1,1,3
12400.0,1,3,5,1,5,1,1
