id,REGION,EDUCATIONFOURRANGES,POLITICAL3RANGES,RACEETHNICITY5RANGES,RELIGION
5238.0,1.0,2.0,2.0,4.0,5.0
5240.0,4.0,4.0,2.0,4.0,5.0
5250.0,1.0,3.0,2.0,4.0,3.0
5258.0,2.0,4.0,3.0,4.0,1.0
5260.0,3.0,3.0,2.0,5.0,1.0
5272.0,4.0,4.0,2.0,4.0,1.0
5273.0,4.0,4.0,2.0,4.0,1.0
5281.0,1.0,3.0,1.0,4.0,1.0
5291.0,3.0,4.0,3.0,4.0,2.0
5297.0,4.0,3.0,2.0,4.0,5.0
5311.0,1.0,4.0,1.0,4.0,1.0
5312.0,2.0,4.0,2.0,2.0,5.0
5321.0,3.0,4.0,3.0,1.0,1.0
5324.0,3.0,4.0,3.0,2.0,3.0
5335.0,4.0,2.0,3.0,4.0,5.0
5352.0,3.0,4.0,1.0,4.0,1.0
5369.0,3.0,3.0,3.0,4.0,1.0
5392.0,1.0,4.0,2.0,4.0,5.0
5395.0,1.0,2.0,3.0,4.0,5.0
5400.0,3.0,4.0,2.0,1.0,1.0
5402.0,1.0,3.0,2.0,1.0,1.0
5404.0,3.0,3.0,3.0,5.0,5.0
5420.0,4.0,3.0,3.0,4.0,5.0
5422.0,2.0,3.0,1.0,4.0,1.0
5428.0,1.0,4.0,3.0,4.0,5.0
5437.0,1.0,4.0,1.0,4.0,5.0
5449.0,2.0,3.0,1.0,4.0,1.0
5453.0,3.0,3.0,2.0,4.0,1.0
5480.0,2.0,4.0,3.0,4.0,5.0
5483.0,2.0,4.0,1.0,4.0,1.0
5503.0,2.0,3.0,3.0,4.0,1.0
5506.0,3.0,2.0,1.0,4.0,5.0
5514.0,4.0,3.0,2.0,4.0,5.0
5516.0,2.0,4.0,2.0,2.0,4.0
5522.0,2.0,3.0,3.0,4.0,5.0
5523.0,1.0,3.0,2.0,4.0,5.0
5541.0,2.0,3.0,1.0,4.0,1.0
5556.0,2.0,4.0,3.0,4.0,5.0
5564.0,1.0,3.0,2.0,4.0,5.0
5565.0,2.0,3.0,2.0,4.0,5.0
5582.0,3.0,2.0,2.0,4.0,5.0
5598.0,1.0,3.0,2.0,4.0,5.0
5607.0,1.0,4.0,3.0,5.0,5.0
5611.0,3.0,3.0,3.0,3.0,5.0
5613.0,3.0,3.0,3.0,3.0,5.0
5620.0,1.0,4.0,2.0,4.0,1.0
5643.0,2.0,2.0,1.0,4.0,5.0
5646.0,4.0,4.0,2.0,4.0,5.0
5648.0,1.0,3.0,3.0,4.0,5.0
5649.0,3.0,4.0,2.0,4.0,5.0
5650.0,3.0,3.0,3.0,1.0,5.0
5663.0,3.0,4.0,1.0,4.0,5.0
5674.0,1.0,4.0,2.0,2.0,4.0
5677.0,3.0,4.0,3.0,4.0,2.0
5690.0,1.0,4.0,2.0,1.0,1.0
5691.0,1.0,4.0,3.0,2.0,5.0
5694.0,2.0,4.0,3.0,4.0,5.0
5708.0,2.0,4.0,3.0,4.0,5.0
5711.0,4.0,4.0,2.0,2.0,1.0
5722.0,2.0,4.0,3.0,4.0,5.0
5729.0,3.0,2.0,2.0,4.0,1.0
5731.0,1.0,4.0,3.0,4.0,2.0
5737.0,4.0,2.0,2.0,4.0,5.0
5741.0,3.0,4.0,3.0,1.0,1.0
5779.0,3.0,4.0,3.0,4.0,5.0
5795.0,4.0,4.0,3.0,4.0,5.0
5805.0,3.0,3.0,2.0,1.0,4.0
5830.0,2.0,4.0,2.0,4.0,1.0
5849.0,2.0,4.0,3.0,4.0,5.0
5850.0,2.0,4.0,1.0,4.0,1.0
5852.0,4.0,4.0,2.0,4.0,1.0
5856.0,1.0,3.0,3.0,4.0,5.0
5862.0,3.0,2.0,1.0,4.0,1.0
5865.0,3.0,4.0,3.0,1.0,1.0
5879.0,1.0,4.0,1.0,4.0,1.0
5883.0,3.0,4.0,3.0,4.0,2.0
5884.0,3.0,3.0,2.0,1.0,4.0
5885.0,4.0,4.0,3.0,3.0,1.0
5888.0,2.0,4.0,3.0,2.0,3.0
5895.0,1.0,4.0,2.0,3.0,1.0
5908.0,3.0,2.0,3.0,4.0,5.0
5927.0,3.0,3.0,2.0,4.0,5.0
5942.0,1.0,4.0,1.0,4.0,1.0
5970.0,3.0,4.0,2.0,4.0,5.0
5971.0,2.0,4.0,1.0,4.0,1.0
5979.0,2.0,4.0,3.0,4.0,1.0
5988.0,3.0,4.0,3.0,4.0,2.0
5989.0,3.0,4.0,2.0,2.0,4.0
5998.0,1.0,3.0,1.0,4.0,3.0
6007.0,2.0,2.0,2.0,4.0,5.0
6020.0,1.0,4.0,3.0,4.0,5.0
6024.0,3.0,4.0,1.0,4.0,1.0
6039.0,3.0,4.0,2.0,4.0,4.0
6048.0,3.0,3.0,2.0,4.0,1.0
6056.0,3.0,4.0,2.0,2.0,3.0
6063.0,4.0,2.0,1.0,4.0,1.0
6086.0,2.0,4.0,2.0,4.0,1.0
6089.0,1.0,3.0,2.0,4.0,5.0
6091.0,2.0,4.0,1.0,4.0,2.0
6108.0,1.0,3.0,2.0,4.0,5.0
6127.0,4.0,4.0,2.0,4.0,1.0
6130.0,2.0,4.0,3.0,1.0,1.0
6136.0,3.0,4.0,2.0,4.0,1.0
6150.0,1.0,4.0,2.0,4.0,2.0
6151.0,1.0,3.0,2.0,4.0,1.0
6175.0,2.0,4.0,2.0,4.0,1.0
6176.0,4.0,4.0,3.0,4.0,5.0
6177.0,2.0,4.0,3.0,4.0,5.0
6188.0,1.0,4.0,1.0,4.0,1.0
6198.0,4.0,4.0,3.0,4.0,5.0
6211.0,4.0,3.0,2.0,4.0,5.0
6213.0,3.0,2.0,1.0,4.0,5.0
6220.0,4.0,4.0,3.0,4.0,5.0
6236.0,1.0,2.0,1.0,4.0,1.0
6240.0,4.0,4.0,2.0,4.0,5.0
6252.0,3.0,4.0,2.0,4.0,1.0
6253.0,4.0,4.0,2.0,4.0,1.0
6254.0,2.0,4.0,3.0,4.0,5.0
6259.0,1.0,3.0,1.0,4.0,2.0
6261.0,4.0,4.0,2.0,4.0,1.0
6263.0,3.0,4.0,1.0,4.0,1.0
6266.0,1.0,3.0,1.0,4.0,1.0
6269.0,3.0,4.0,3.0,4.0,1.0
6284.0,1.0,4.0,3.0,4.0,4.0
6286.0,1.0,1.0,2.0,4.0,1.0
6299.0,3.0,3.0,1.0,4.0,5.0
6300.0,2.0,4.0,3.0,4.0,5.0
6301.0,3.0,4.0,2.0,4.0,5.0
6304.0,2.0,4.0,1.0,4.0,1.0
6308.0,3.0,3.0,1.0,4.0,1.0
6318.0,3.0,2.0,2.0,1.0,1.0
6327.0,1.0,4.0,2.0,4.0,1.0
6328.0,4.0,3.0,2.0,4.0,5.0
6330.0,3.0,3.0,1.0,4.0,1.0
6331.0,1.0,4.0,3.0,4.0,5.0
6343.0,1.0,3.0,3.0,4.0,5.0
6347.0,3.0,3.0,2.0,4.0,5.0
6354.0,3.0,3.0,1.0,4.0,1.0
6355.0,4.0,4.0,2.0,4.0,1.0
6356.0,3.0,4.0,1.0,4.0,1.0
6359.0,2.0,4.0,2.0,4.0,1.0
6380.0,3.0,4.0,1.0,4.0,1.0
6402.0,3.0,4.0,3.0,4.0,1.0
6417.0,1.0,4.0,3.0,2.0,3.0
6443.0,3.0,4.0,2.0,4.0,5.0
6444.0,4.0,4.0,3.0,4.0,1.0
6472.0,2.0,3.0,2.0,4.0,5.0
6481.0,3.0,4.0,3.0,4.0,5.0
6493.0,4.0,3.0,1.0,4.0,1.0
6496.0,3.0,3.0,3.0,4.0,3.0
6510.0,2.0,4.0,1.0,4.0,1.0
6515.0,1.0,4.0,1.0,4.0,5.0
6527.0,3.0,3.0,2.0,4.0,4.0
6533.0,4.0,4.0,2.0,4.0,5.0
6535.0,3.0,4.0,3.0,4.0,5.0
6565.0,3.0,3.0,3.0,2.0,3.0
6570.0,4.0,4.0,3.0,4.0,5.0
6579.0,3.0,4.0,3.0,2.0,5.0
6593.0,2.0,3.0,1.0,4.0,5.0
6603.0,4.0,4.0,3.0,4.0,5.0
6606.0,2.0,3.0,2.0,4.0,1.0
6619.0,3.0,4.0,2.0,4.0,4.0
6629.0,1.0,4.0,3.0,4.0,5.0
6657.0,3.0,2.0,1.0,4.0,1.0
6697.0,1.0,4.0,2.0,4.0,5.0
6710.0,1.0,4.0,2.0,4.0,5.0
6737.0,2.0,4.0,2.0,4.0,1.0
6739.0,1.0,4.0,2.0,4.0,5.0
6750.0,4.0,2.0,2.0,4.0,1.0
6754.0,1.0,4.0,3.0,4.0,4.0
6760.0,1.0,4.0,3.0,4.0,5.0
6765.0,4.0,4.0,3.0,4.0,5.0
6771.0,2.0,4.0,2.0,4.0,1.0
6796.0,2.0,2.0,2.0,4.0,1.0
6799.0,2.0,4.0,3.0,4.0,5.0
6814.0,4.0,4.0,2.0,4.0,5.0
6824.0,4.0,3.0,2.0,4.0,1.0
6830.0,2.0,2.0,1.0,4.0,1.0
6831.0,2.0,3.0,2.0,4.0,5.0
6833.0,2.0,3.0,3.0,4.0,5.0
6835.0,2.0,4.0,2.0,4.0,5.0
6843.0,3.0,4.0,2.0,1.0,1.0
6849.0,2.0,4.0,3.0,4.0,5.0
6852.0,2.0,4.0,2.0,4.0,2.0
6857.0,3.0,2.0,3.0,3.0,5.0
6864.0,3.0,4.0,1.0,4.0,1.0
6867.0,3.0,4.0,3.0,2.0,3.0
6869.0,2.0,4.0,2.0,4.0,5.0
6882.0,3.0,4.0,2.0,4.0,1.0
6883.0,4.0,4.0,3.0,4.0,1.0
6907.0,3.0,4.0,3.0,4.0,5.0
6920.0,2.0,4.0,3.0,4.0,5.0
6924.0,3.0,2.0,3.0,1.0,1.0
6956.0,2.0,4.0,2.0,4.0,1.0
6959.0,1.0,3.0,2.0,4.0,1.0
6967.0,1.0,4.0,3.0,4.0,5.0
6971.0,1.0,1.0,3.0,4.0,5.0
6976.0,2.0,2.0,3.0,4.0,1.0
6977.0,1.0,4.0,2.0,2.0,1.0
6994.0,2.0,4.0,2.0,4.0,1.0
7002.0,4.0,4.0,3.0,4.0,5.0
7004.0,3.0,4.0,2.0,4.0,1.0
7022.0,3.0,3.0,2.0,3.0,1.0
7025.0,3.0,4.0,2.0,4.0,5.0
7033.0,3.0,4.0,2.0,4.0,5.0
7043.0,2.0,4.0,2.0,4.0,5.0
7070.0,3.0,4.0,2.0,1.0,1.0
7078.0,4.0,4.0,1.0,4.0,5.0
7100.0,1.0,3.0,3.0,4.0,5.0
7101.0,3.0,4.0,3.0,4.0,1.0
7103.0,3.0,4.0,3.0,4.0,1.0
7124.0,4.0,3.0,2.0,4.0,5.0
7129.0,4.0,4.0,3.0,4.0,5.0
7145.0,2.0,4.0,1.0,4.0,1.0
7146.0,3.0,4.0,3.0,4.0,5.0
7149.0,3.0,4.0,2.0,4.0,5.0
7154.0,3.0,3.0,3.0,4.0,5.0
7167.0,3.0,4.0,3.0,2.0,3.0
7169.0,1.0,3.0,3.0,4.0,5.0
7188.0,3.0,4.0,1.0,4.0,5.0
7198.0,3.0,4.0,1.0,4.0,1.0
7204.0,3.0,3.0,1.0,1.0,1.0
7205.0,3.0,4.0,2.0,1.0,1.0
7211.0,4.0,4.0,2.0,4.0,1.0
7224.0,1.0,4.0,3.0,4.0,5.0
7256.0,3.0,4.0,2.0,2.0,1.0
7261.0,3.0,4.0,1.0,4.0,1.0
7267.0,4.0,4.0,3.0,2.0,5.0
7283.0,2.0,4.0,2.0,4.0,1.0
7285.0,1.0,4.0,2.0,4.0,1.0
7286.0,3.0,3.0,3.0,4.0,5.0
7308.0,1.0,4.0,2.0,1.0,5.0
7336.0,2.0,4.0,2.0,4.0,1.0
7348.0,1.0,4.0,2.0,4.0,1.0
7352.0,2.0,4.0,1.0,4.0,1.0
7353.0,2.0,3.0,2.0,4.0,1.0
7366.0,3.0,4.0,2.0,1.0,1.0
7379.0,2.0,3.0,3.0,4.0,5.0
7402.0,4.0,4.0,2.0,2.0,5.0
7408.0,3.0,4.0,2.0,4.0,1.0
7429.0,3.0,3.0,1.0,4.0,1.0
7445.0,3.0,4.0,3.0,4.0,5.0
7450.0,3.0,4.0,3.0,4.0,1.0
7455.0,3.0,4.0,1.0,4.0,1.0
7457.0,3.0,4.0,1.0,4.0,1.0
7465.0,3.0,2.0,2.0,4.0,1.0
7475.0,3.0,4.0,1.0,4.0,1.0
7478.0,3.0,4.0,1.0,4.0,1.0
7482.0,2.0,4.0,3.0,4.0,1.0
7490.0,4.0,3.0,2.0,4.0,5.0
7492.0,3.0,4.0,3.0,3.0,1.0
7520.0,4.0,4.0,1.0,4.0,1.0
7524.0,4.0,4.0,3.0,5.0,5.0
7591.0,3.0,3.0,3.0,4.0,5.0
7610.0,3.0,2.0,3.0,4.0,1.0
7616.0,4.0,3.0,3.0,4.0,5.0
7618.0,4.0,3.0,3.0,4.0,1.0
7620.0,2.0,4.0,1.0,4.0,1.0
7625.0,1.0,2.0,1.0,4.0,1.0
7632.0,4.0,4.0,2.0,4.0,1.0
7641.0,3.0,4.0,1.0,4.0,5.0
7655.0,2.0,4.0,3.0,4.0,1.0
7661.0,3.0,2.0,2.0,4.0,1.0
7662.0,2.0,4.0,3.0,4.0,5.0
7671.0,4.0,2.0,2.0,4.0,1.0
7672.0,1.0,3.0,2.0,4.0,1.0
7680.0,3.0,4.0,1.0,4.0,1.0
7682.0,4.0,3.0,3.0,4.0,5.0
7685.0,4.0,4.0,2.0,2.0,4.0
7689.0,2.0,4.0,2.0,2.0,1.0
7698.0,1.0,3.0,2.0,4.0,5.0
7701.0,3.0,2.0,3.0,4.0,5.0
7716.0,2.0,2.0,2.0,4.0,1.0
7724.0,2.0,3.0,2.0,4.0,1.0
7736.0,2.0,4.0,2.0,4.0,5.0
7741.0,2.0,3.0,2.0,4.0,1.0
7745.0,2.0,4.0,3.0,5.0,5.0
7755.0,2.0,4.0,3.0,4.0,2.0
7790.0,4.0,4.0,2.0,4.0,5.0
7792.0,1.0,4.0,2.0,5.0,5.0
7799.0,3.0,4.0,2.0,4.0,1.0
7804.0,1.0,4.0,2.0,4.0,1.0
7819.0,3.0,3.0,3.0,4.0,1.0
7831.0,1.0,4.0,2.0,4.0,2.0
7852.0,1.0,4.0,2.0,4.0,1.0
7884.0,2.0,3.0,3.0,4.0,5.0
7886.0,1.0,4.0,3.0,4.0,2.0
7909.0,1.0,4.0,1.0,4.0,1.0
7920.0,3.0,4.0,1.0,4.0,1.0
7922.0,3.0,4.0,2.0,4.0,1.0
7939.0,3.0,4.0,3.0,4.0,5.0
7951.0,1.0,2.0,1.0,1.0,4.0
7956.0,2.0,2.0,2.0,4.0,1.0
7980.0,1.0,4.0,2.0,4.0,1.0
7982.0,1.0,4.0,3.0,4.0,1.0
8001.0,3.0,3.0,3.0,4.0,1.0
8012.0,1.0,4.0,1.0,4.0,1.0
8029.0,4.0,4.0,2.0,4.0,1.0
8050.0,4.0,4.0,2.0,4.0,1.0
8061.0,2.0,2.0,2.0,4.0,1.0
8064.0,1.0,4.0,3.0,4.0,4.0
8080.0,4.0,4.0,1.0,4.0,1.0
8083.0,3.0,4.0,3.0,4.0,1.0
8103.0,3.0,3.0,1.0,1.0,4.0
8171.0,1.0,4.0,2.0,4.0,5.0
8210.0,1.0,4.0,3.0,4.0,1.0
8211.0,2.0,4.0,1.0,4.0,1.0
8213.0,1.0,3.0,2.0,4.0,1.0
8246.0,3.0,4.0,2.0,4.0,5.0
8264.0,1.0,4.0,2.0,4.0,1.0
8274.0,2.0,3.0,2.0,4.0,1.0
8288.0,2.0,4.0,2.0,4.0,1.0
8296.0,2.0,3.0,2.0,4.0,5.0
8298.0,3.0,4.0,1.0,4.0,1.0
8303.0,3.0,3.0,1.0,4.0,1.0
8310.0,2.0,3.0,2.0,4.0,1.0
8334.0,1.0,3.0,3.0,4.0,5.0
8360.0,1.0,2.0,2.0,4.0,1.0
8377.0,3.0,4.0,1.0,4.0,1.0
8405.0,2.0,2.0,2.0,4.0,5.0
8411.0,1.0,3.0,3.0,4.0,5.0
8414.0,2.0,4.0,2.0,4.0,1.0
8420.0,1.0,4.0,3.0,4.0,5.0
8422.0,3.0,4.0,2.0,4.0,1.0
8434.0,1.0,3.0,2.0,4.0,1.0
8440.0,1.0,4.0,3.0,4.0,5.0
8447.0,1.0,2.0,2.0,4.0,1.0
8450.0,2.0,4.0,3.0,4.0,1.0
8481.0,3.0,3.0,1.0,4.0,1.0
8486.0,2.0,4.0,3.0,4.0,4.0
8490.0,1.0,4.0,1.0,4.0,5.0
8491.0,2.0,4.0,1.0,4.0,1.0
8520.0,4.0,4.0,3.0,4.0,1.0
8523.0,2.0,4.0,1.0,3.0,1.0
8535.0,3.0,4.0,1.0,4.0,1.0
8545.0,3.0,4.0,2.0,4.0,1.0
8551.0,4.0,3.0,2.0,4.0,5.0
8567.0,3.0,4.0,3.0,4.0,5.0
8576.0,3.0,4.0,1.0,4.0,1.0
8584.0,3.0,2.0,1.0,4.0,1.0
8599.0,4.0,2.0,2.0,4.0,1.0
8602.0,3.0,2.0,1.0,4.0,1.0
8614.0,4.0,4.0,3.0,4.0,5.0
8621.0,2.0,4.0,3.0,4.0,4.0
8622.0,3.0,4.0,2.0,5.0,4.0
8646.0,4.0,4.0,3.0,4.0,5.0
8650.0,4.0,4.0,3.0,4.0,5.0
8669.0,4.0,4.0,1.0,4.0,1.0
8680.0,3.0,4.0,3.0,4.0,5.0
8689.0,1.0,4.0,3.0,4.0,5.0
8710.0,3.0,2.0,1.0,4.0,1.0
8724.0,2.0,3.0,1.0,4.0,5.0
8742.0,1.0,2.0,2.0,4.0,5.0
8767.0,1.0,3.0,3.0,4.0,5.0
8778.0,3.0,4.0,1.0,4.0,5.0
8793.0,4.0,3.0,2.0,5.0,5.0
8809.0,2.0,4.0,3.0,4.0,1.0
8819.0,1.0,4.0,2.0,4.0,1.0
8823.0,4.0,3.0,2.0,4.0,1.0
8828.0,3.0,4.0,2.0,4.0,1.0
8838.0,3.0,4.0,3.0,4.0,1.0
8842.0,3.0,4.0,1.0,5.0,1.0
8883.0,2.0,4.0,2.0,4.0,1.0
8887.0,4.0,3.0,1.0,4.0,5.0
8898.0,2.0,4.0,1.0,4.0,1.0
8910.0,4.0,3.0,3.0,4.0,5.0
8918.0,1.0,3.0,1.0,4.0,1.0
8935.0,1.0,4.0,3.0,4.0,2.0
8956.0,4.0,4.0,2.0,2.0,3.0
8981.0,1.0,4.0,3.0,4.0,1.0
8997.0,3.0,4.0,1.0,4.0,2.0
8999.0,1.0,4.0,3.0,4.0,2.0
9022.0,3.0,4.0,1.0,4.0,1.0
9039.0,4.0,2.0,2.0,4.0,1.0
9040.0,2.0,2.0,1.0,4.0,1.0
9042.0,3.0,3.0,2.0,4.0,5.0
9051.0,1.0,4.0,3.0,2.0,5.0
9076.0,3.0,2.0,1.0,5.0,3.0
9085.0,4.0,3.0,3.0,4.0,5.0
9090.0,2.0,4.0,2.0,4.0,2.0
9092.0,2.0,4.0,2.0,4.0,1.0
9104.0,3.0,4.0,2.0,2.0,3.0
9111.0,1.0,4.0,2.0,5.0,5.0
9120.0,2.0,3.0,3.0,4.0,1.0
9123.0,4.0,4.0,2.0,4.0,1.0
9143.0,4.0,4.0,2.0,4.0,5.0
9145.0,2.0,2.0,1.0,4.0,1.0
9170.0,1.0,4.0,2.0,4.0,1.0
9175.0,1.0,4.0,3.0,4.0,1.0
9183.0,2.0,4.0,2.0,4.0,5.0
9207.0,2.0,2.0,1.0,4.0,1.0
9217.0,2.0,3.0,3.0,4.0,4.0
9223.0,3.0,4.0,2.0,4.0,5.0
9250.0,3.0,4.0,3.0,4.0,5.0
9255.0,1.0,4.0,3.0,4.0,5.0
9264.0,2.0,4.0,3.0,4.0,1.0
9279.0,1.0,4.0,3.0,4.0,1.0
9285.0,1.0,3.0,1.0,4.0,5.0
9291.0,2.0,4.0,3.0,4.0,5.0
9299.0,4.0,3.0,3.0,4.0,1.0
9309.0,2.0,4.0,3.0,4.0,1.0
9320.0,1.0,3.0,3.0,1.0,1.0
9324.0,4.0,4.0,2.0,4.0,1.0
9358.0,4.0,4.0,3.0,4.0,2.0
9391.0,2.0,4.0,2.0,4.0,5.0
9402.0,2.0,1.0,2.0,4.0,4.0
9413.0,3.0,4.0,3.0,4.0,1.0
9445.0,3.0,4.0,1.0,4.0,1.0
9462.0,3.0,1.0,3.0,4.0,5.0
9556.0,2.0,4.0,2.0,4.0,2.0
9561.0,3.0,4.0,2.0,4.0,5.0
9566.0,1.0,4.0,3.0,4.0,5.0
9576.0,3.0,3.0,3.0,3.0,1.0
9577.0,1.0,4.0,3.0,4.0,5.0
9578.0,4.0,4.0,3.0,4.0,5.0
9591.0,2.0,4.0,3.0,4.0,5.0
9592.0,3.0,4.0,3.0,1.0,5.0
9608.0,4.0,4.0,3.0,4.0,4.0
9610.0,3.0,4.0,2.0,4.0,5.0
9614.0,4.0,4.0,3.0,4.0,5.0
9626.0,1.0,4.0,3.0,4.0,4.0
9631.0,1.0,4.0,3.0,4.0,4.0
9635.0,1.0,2.0,3.0,3.0,1.0
9647.0,4.0,4.0,3.0,3.0,5.0
9655.0,3.0,4.0,1.0,4.0,5.0
9666.0,2.0,3.0,2.0,4.0,1.0
9675.0,4.0,3.0,3.0,3.0,5.0
9678.0,3.0,3.0,1.0,5.0,1.0
9690.0,4.0,4.0,3.0,4.0,5.0
9692.0,2.0,4.0,3.0,5.0,5.0
9703.0,4.0,4.0,1.0,4.0,1.0
9709.0,3.0,4.0,3.0,5.0,1.0
9714.0,1.0,3.0,2.0,1.0,1.0
9733.0,1.0,4.0,3.0,3.0,1.0
9743.0,3.0,3.0,1.0,2.0,3.0
9750.0,1.0,4.0,3.0,4.0,5.0
9757.0,2.0,3.0,2.0,1.0,1.0
9762.0,3.0,4.0,1.0,4.0,5.0
9765.0,3.0,3.0,3.0,5.0,5.0
9774.0,4.0,3.0,2.0,5.0,3.0
9779.0,2.0,4.0,3.0,1.0,1.0
9784.0,4.0,4.0,2.0,5.0,1.0
9792.0,1.0,4.0,2.0,4.0,1.0
9795.0,1.0,4.0,1.0,4.0,1.0
9798.0,1.0,3.0,3.0,4.0,1.0
9809.0,3.0,4.0,3.0,4.0,3.0
9812.0,2.0,4.0,3.0,4.0,1.0
9828.0,2.0,4.0,2.0,1.0,1.0
9844.0,3.0,4.0,3.0,4.0,2.0
9872.0,4.0,4.0,1.0,4.0,5.0
9875.0,2.0,3.0,2.0,4.0,5.0
9890.0,1.0,4.0,3.0,4.0,1.0
9901.0,1.0,3.0,3.0,1.0,1.0
9910.0,1.0,4.0,2.0,4.0,5.0
9916.0,1.0,4.0,2.0,1.0,1.0
9924.0,3.0,4.0,1.0,4.0,1.0
9928.0,2.0,4.0,2.0,5.0,1.0
9934.0,1.0,4.0,3.0,4.0,5.0
9938.0,2.0,3.0,2.0,1.0,1.0
9949.0,3.0,3.0,1.0,4.0,1.0
9968.0,4.0,4.0,3.0,4.0,5.0
9984.0,2.0,3.0,2.0,4.0,1.0
9985.0,4.0,3.0,1.0,4.0,1.0
9989.0,4.0,4.0,3.0,4.0,1.0
9993.0,1.0,3.0,1.0,4.0,1.0
10005.0,2.0,1.0,1.0,4.0,5.0
10007.0,1.0,3.0,2.0,4.0,1.0
10009.0,1.0,3.0,2.0,4.0,5.0
10012.0,3.0,4.0,3.0,4.0,5.0
10017.0,2.0,4.0,2.0,4.0,1.0
10019.0,4.0,4.0,1.0,5.0,1.0
10023.0,3.0,4.0,3.0,4.0,2.0
10028.0,3.0,3.0,3.0,4.0,5.0
10029.0,2.0,4.0,2.0,1.0,5.0
10040.0,1.0,2.0,2.0,4.0,5.0
10045.0,1.0,4.0,2.0,4.0,2.0
10051.0,3.0,3.0,3.0,4.0,1.0
10057.0,3.0,4.0,1.0,4.0,1.0
10099.0,1.0,4.0,2.0,2.0,3.0
10100.0,4.0,4.0,2.0,4.0,1.0
10102.0,2.0,3.0,2.0,4.0,1.0
10110.0,1.0,4.0,3.0,4.0,2.0
10122.0,1.0,4.0,1.0,2.0,3.0
10127.0,3.0,2.0,1.0,4.0,1.0
10139.0,4.0,2.0,2.0,4.0,1.0
10161.0,4.0,3.0,1.0,4.0,1.0
10164.0,4.0,4.0,3.0,4.0,5.0
10184.0,3.0,4.0,3.0,4.0,2.0
10188.0,3.0,4.0,3.0,4.0,5.0
10193.0,3.0,4.0,1.0,4.0,1.0
10196.0,3.0,4.0,2.0,3.0,1.0
10211.0,1.0,3.0,3.0,4.0,5.0
10224.0,1.0,4.0,2.0,4.0,5.0
10230.0,1.0,4.0,2.0,4.0,5.0
10240.0,2.0,4.0,3.0,4.0,5.0
10250.0,4.0,3.0,2.0,4.0,1.0
10257.0,4.0,3.0,1.0,4.0,1.0
10265.0,4.0,3.0,1.0,4.0,1.0
10270.0,1.0,3.0,2.0,1.0,5.0
10284.0,4.0,4.0,3.0,4.0,2.0
10285.0,4.0,2.0,2.0,4.0,5.0
10288.0,2.0,3.0,2.0,4.0,1.0
10289.0,1.0,3.0,2.0,4.0,1.0
10300.0,3.0,3.0,1.0,4.0,5.0
10303.0,4.0,3.0,1.0,4.0,1.0
10307.0,1.0,2.0,3.0,5.0,1.0
10309.0,2.0,3.0,3.0,4.0,5.0
10314.0,3.0,3.0,1.0,4.0,1.0
10326.0,3.0,4.0,3.0,4.0,5.0
10335.0,3.0,2.0,1.0,4.0,1.0
10352.0,4.0,4.0,2.0,4.0,1.0
10369.0,3.0,4.0,2.0,4.0,5.0
10370.0,4.0,4.0,2.0,2.0,3.0
10400.0,4.0,3.0,1.0,4.0,5.0
10402.0,4.0,3.0,1.0,4.0,4.0
10429.0,4.0,4.0,3.0,4.0,5.0
10435.0,4.0,3.0,2.0,4.0,5.0
10439.0,4.0,3.0,1.0,4.0,1.0
10443.0,3.0,4.0,2.0,4.0,1.0
10474.0,2.0,2.0,3.0,4.0,5.0
10476.0,2.0,4.0,2.0,4.0,1.0
10483.0,2.0,4.0,3.0,5.0,1.0
10488.0,1.0,2.0,2.0,4.0,1.0
10490.0,4.0,3.0,3.0,4.0,5.0
10492.0,4.0,3.0,3.0,4.0,5.0
10495.0,3.0,4.0,3.0,4.0,5.0
10508.0,1.0,3.0,2.0,4.0,1.0
10509.0,4.0,4.0,1.0,4.0,1.0
10516.0,1.0,4.0,2.0,4.0,5.0
10535.0,4.0,4.0,2.0,2.0,3.0
10560.0,3.0,3.0,1.0,4.0,5.0
10563.0,4.0,4.0,1.0,4.0,5.0
10572.0,4.0,4.0,1.0,2.0,3.0
10574.0,3.0,4.0,3.0,4.0,5.0
10580.0,4.0,4.0,1.0,4.0,1.0
10582.0,3.0,4.0,1.0,4.0,1.0
10599.0,1.0,4.0,2.0,4.0,5.0
10601.0,4.0,3.0,2.0,3.0,1.0
10649.0,3.0,3.0,1.0,4.0,1.0
10679.0,1.0,4.0,3.0,4.0,5.0
10680.0,2.0,4.0,3.0,4.0,5.0
10689.0,1.0,4.0,3.0,4.0,2.0
10690.0,2.0,4.0,1.0,4.0,1.0
10693.0,3.0,3.0,2.0,1.0,1.0
10711.0,3.0,4.0,3.0,4.0,5.0
10716.0,1.0,4.0,1.0,2.0,3.0
10719.0,4.0,3.0,2.0,1.0,5.0
10726.0,2.0,4.0,2.0,2.0,3.0
10749.0,2.0,2.0,3.0,4.0,5.0
10752.0,4.0,4.0,2.0,4.0,1.0
10772.0,4.0,4.0,2.0,5.0,1.0
10780.0,1.0,4.0,2.0,4.0,2.0
10782.0,4.0,4.0,2.0,4.0,5.0
10783.0,4.0,4.0,3.0,5.0,4.0
10787.0,3.0,3.0,2.0,4.0,5.0
10801.0,2.0,4.0,2.0,4.0,5.0
10802.0,4.0,3.0,2.0,4.0,1.0
