id,REGION,EDUCATIONFOURRANGES,POLITICAL3RANGES,RACEETHNICITY5RANGES,RELIGION
3293.0,2.0,3.0,2.0,4.0,1.0
3307.0,4.0,4.0,2.0,4.0,1.0
3309.0,4.0,4.0,3.0,3.0,1.0
3323.0,3.0,3.0,3.0,3.0,5.0
3326.0,3.0,4.0,3.0,4.0,3.0
3367.0,1.0,4.0,3.0,4.0,1.0
3370.0,1.0,2.0,2.0,4.0,5.0
3416.0,4.0,3.0,1.0,4.0,1.0
3443.0,3.0,4.0,3.0,3.0,1.0
3449.0,4.0,4.0,3.0,5.0,5.0
3462.0,3.0,2.0,2.0,4.0,4.0
3465.0,4.0,3.0,1.0,4.0,5.0
3471.0,2.0,2.0,1.0,1.0,1.0
3483.0,3.0,4.0,3.0,4.0,2.0
3499.0,2.0,3.0,1.0,4.0,1.0
3504.0,1.0,2.0,2.0,4.0,1.0
3524.0,1.0,4.0,1.0,4.0,1.0
3535.0,3.0,3.0,3.0,4.0,1.0
3539.0,3.0,4.0,3.0,4.0,5.0
3562.0,3.0,4.0,3.0,4.0,1.0
3563.0,3.0,3.0,2.0,4.0,1.0
3596.0,3.0,4.0,2.0,4.0,5.0
3623.0,4.0,3.0,2.0,4.0,5.0
3630.0,1.0,2.0,2.0,4.0,2.0
3650.0,4.0,4.0,3.0,4.0,5.0
3659.0,2.0,4.0,2.0,4.0,5.0
3660.0,2.0,3.0,1.0,4.0,1.0
3688.0,4.0,4.0,3.0,4.0,5.0
3693.0,2.0,4.0,3.0,4.0,5.0
3710.0,3.0,3.0,2.0,4.0,5.0
3733.0,2.0,4.0,2.0,4.0,1.0
3737.0,3.0,4.0,2.0,4.0,1.0
3763.0,2.0,4.0,1.0,4.0,1.0
3778.0,3.0,4.0,3.0,1.0,1.0
3810.0,4.0,4.0,2.0,4.0,1.0
3812.0,2.0,4.0,3.0,4.0,5.0
3826.0,2.0,2.0,3.0,4.0,5.0
3827.0,1.0,4.0,3.0,4.0,5.0
3846.0,1.0,4.0,3.0,4.0,5.0
3850.0,2.0,4.0,2.0,4.0,1.0
3851.0,2.0,3.0,3.0,4.0,1.0
3852.0,2.0,4.0,2.0,4.0,1.0
3855.0,3.0,4.0,1.0,2.0,1.0
3868.0,3.0,4.0,3.0,4.0,1.0
3869.0,1.0,3.0,2.0,4.0,1.0
3884.0,4.0,4.0,3.0,4.0,1.0
3893.0,1.0,4.0,1.0,4.0,1.0
3897.0,3.0,4.0,1.0,4.0,1.0
3898.0,2.0,4.0,3.0,4.0,1.0
3909.0,2.0,4.0,3.0,4.0,5.0
3915.0,3.0,4.0,2.0,4.0,1.0
3925.0,3.0,4.0,2.0,4.0,1.0
3942.0,4.0,4.0,3.0,4.0,5.0
3954.0,1.0,3.0,3.0,4.0,2.0
3960.0,1.0,3.0,1.0,4.0,1.0
3964.0,2.0,4.0,1.0,4.0,1.0
3984.0,1.0,4.0,1.0,4.0,1.0
3978.0,2.0,4.0,2.0,4.0,5.0
3981.0,2.0,4.0,3.0,4.0,5.0
3995.0,2.0,4.0,1.0,4.0,1.0
3999.0,4.0,3.0,3.0,4.0,5.0
4004.0,1.0,3.0,3.0,4.0,5.0
4014.0,3.0,4.0,3.0,4.0,1.0
4018.0,1.0,4.0,3.0,4.0,5.0
4026.0,1.0,3.0,2.0,4.0,1.0
4066.0,3.0,2.0,1.0,4.0,1.0
4070.0,4.0,2.0,2.0,4.0,5.0
4073.0,2.0,4.0,1.0,4.0,1.0
4074.0,1.0,4.0,3.0,4.0,1.0
4078.0,1.0,4.0,3.0,4.0,1.0
4086.0,1.0,3.0,2.0,4.0,5.0
4088.0,1.0,3.0,3.0,4.0,1.0
4090.0,3.0,4.0,2.0,1.0,5.0
4093.0,2.0,4.0,1.0,4.0,1.0
4096.0,3.0,3.0,3.0,4.0,5.0
4107.0,3.0,4.0,1.0,4.0,1.0
4113.0,3.0,4.0,3.0,4.0,5.0
4117.0,3.0,3.0,1.0,4.0,1.0
4130.0,2.0,4.0,2.0,4.0,1.0
4133.0,4.0,3.0,2.0,4.0,5.0
4140.0,4.0,4.0,3.0,4.0,5.0
4141.0,3.0,2.0,2.0,4.0,5.0
4160.0,3.0,4.0,2.0,2.0,5.0
4164.0,3.0,4.0,3.0,4.0,5.0
4191.0,1.0,1.0,3.0,4.0,5.0
4192.0,4.0,4.0,2.0,4.0,5.0
4209.0,2.0,4.0,3.0,4.0,5.0
4210.0,3.0,4.0,3.0,4.0,5.0
4214.0,2.0,4.0,3.0,4.0,5.0
4247.0,3.0,2.0,1.0,4.0,5.0
4257.0,4.0,4.0,3.0,4.0,1.0
4269.0,2.0,4.0,3.0,4.0,5.0
4276.0,3.0,3.0,3.0,3.0,5.0
4282.0,1.0,4.0,3.0,4.0,5.0
4292.0,1.0,4.0,2.0,2.0,3.0
4301.0,3.0,4.0,3.0,4.0,5.0
4306.0,2.0,4.0,3.0,4.0,5.0
4308.0,1.0,3.0,2.0,1.0,4.0
4319.0,3.0,4.0,3.0,4.0,5.0
4321.0,1.0,3.0,2.0,4.0,5.0
4322.0,3.0,1.0,3.0,4.0,5.0
4341.0,2.0,3.0,1.0,4.0,1.0
4348.0,2.0,4.0,3.0,4.0,5.0
4355.0,2.0,3.0,2.0,4.0,5.0
4357.0,1.0,4.0,1.0,4.0,2.0
4371.0,1.0,3.0,2.0,4.0,1.0
4379.0,4.0,4.0,3.0,4.0,1.0
4387.0,2.0,4.0,3.0,4.0,5.0
4389.0,3.0,4.0,3.0,4.0,5.0
4402.0,2.0,4.0,3.0,4.0,5.0
4409.0,3.0,4.0,2.0,4.0,1.0
4416.0,1.0,3.0,2.0,4.0,5.0
4425.0,4.0,4.0,2.0,4.0,5.0
4435.0,3.0,3.0,2.0,4.0,1.0
4450.0,2.0,3.0,3.0,4.0,1.0
4454.0,4.0,3.0,2.0,4.0,5.0
4457.0,4.0,4.0,2.0,4.0,5.0
4467.0,3.0,2.0,1.0,3.0,5.0
4472.0,1.0,4.0,1.0,4.0,1.0
4484.0,4.0,4.0,3.0,2.0,5.0
4494.0,4.0,3.0,3.0,4.0,5.0
4512.0,4.0,4.0,2.0,4.0,5.0
4520.0,4.0,1.0,2.0,3.0,5.0
4524.0,4.0,4.0,3.0,4.0,5.0
4565.0,4.0,4.0,2.0,4.0,1.0
4569.0,2.0,4.0,2.0,2.0,3.0
4574.0,3.0,4.0,3.0,4.0,1.0
4575.0,3.0,4.0,2.0,1.0,5.0
4576.0,4.0,4.0,2.0,4.0,1.0
4582.0,4.0,3.0,3.0,4.0,1.0
4584.0,4.0,3.0,2.0,4.0,1.0
4599.0,2.0,3.0,2.0,4.0,3.0
4613.0,2.0,4.0,3.0,4.0,5.0
4615.0,4.0,3.0,3.0,5.0,5.0
4626.0,4.0,3.0,3.0,2.0,5.0
4630.0,2.0,4.0,2.0,2.0,3.0
4637.0,4.0,3.0,3.0,5.0,3.0
4638.0,2.0,3.0,3.0,4.0,5.0
4642.0,3.0,4.0,2.0,4.0,1.0
4652.0,2.0,3.0,3.0,1.0,1.0
4663.0,3.0,3.0,3.0,1.0,1.0
4676.0,4.0,4.0,1.0,2.0,1.0
4683.0,4.0,2.0,2.0,2.0,5.0
4692.0,4.0,4.0,2.0,4.0,1.0
4705.0,3.0,3.0,3.0,4.0,1.0
4707.0,3.0,4.0,3.0,4.0,5.0
4731.0,2.0,2.0,2.0,4.0,5.0
4734.0,4.0,4.0,3.0,1.0,1.0
4737.0,3.0,3.0,3.0,3.0,5.0
4738.0,3.0,4.0,3.0,4.0,5.0
4763.0,2.0,4.0,3.0,4.0,4.0
4765.0,3.0,3.0,2.0,4.0,5.0
4777.0,1.0,4.0,1.0,4.0,1.0
4787.0,2.0,4.0,3.0,5.0,1.0
4793.0,3.0,2.0,2.0,4.0,4.0
4801.0,3.0,3.0,3.0,4.0,5.0
4804.0,4.0,4.0,2.0,4.0,5.0
4806.0,1.0,4.0,3.0,4.0,4.0
4812.0,4.0,4.0,1.0,5.0,1.0
4822.0,3.0,3.0,1.0,4.0,5.0
4841.0,3.0,2.0,2.0,4.0,5.0
4849.0,3.0,4.0,3.0,4.0,5.0
4852.0,1.0,4.0,2.0,4.0,1.0
4856.0,3.0,4.0,3.0,4.0,5.0
4864.0,1.0,4.0,3.0,4.0,2.0
4865.0,3.0,3.0,3.0,4.0,5.0
4881.0,3.0,4.0,1.0,4.0,1.0
4883.0,3.0,4.0,3.0,4.0,5.0
4904.0,2.0,4.0,2.0,2.0,5.0
4913.0,3.0,3.0,2.0,4.0,1.0
4939.0,3.0,4.0,2.0,1.0,1.0
4941.0,2.0,3.0,3.0,4.0,1.0
4964.0,3.0,4.0,2.0,1.0,1.0
4979.0,2.0,3.0,1.0,4.0,1.0
4991.0,2.0,3.0,1.0,3.0,1.0
4992.0,3.0,4.0,3.0,4.0,4.0
5002.0,1.0,3.0,2.0,4.0,5.0
5006.0,3.0,4.0,3.0,4.0,5.0
5010.0,2.0,4.0,3.0,4.0,1.0
5017.0,2.0,4.0,3.0,4.0,5.0
5025.0,1.0,4.0,2.0,4.0,1.0
5035.0,4.0,3.0,2.0,4.0,5.0
5037.0,1.0,4.0,3.0,2.0,5.0
5061.0,2.0,3.0,2.0,4.0,1.0
5066.0,2.0,4.0,1.0,4.0,1.0
5067.0,1.0,4.0,3.0,4.0,4.0
5070.0,4.0,3.0,3.0,4.0,5.0
5075.0,4.0,3.0,2.0,4.0,1.0
5084.0,3.0,4.0,3.0,4.0,5.0
5099.0,1.0,2.0,3.0,3.0,1.0
5101.0,3.0,3.0,3.0,5.0,1.0
5115.0,1.0,4.0,1.0,4.0,1.0
5123.0,4.0,3.0,2.0,4.0,5.0
5134.0,2.0,2.0,2.0,4.0,5.0
5136.0,3.0,4.0,1.0,4.0,4.0
5138.0,4.0,3.0,2.0,2.0,2.0
5140.0,4.0,3.0,1.0,4.0,1.0
5166.0,4.0,4.0,3.0,4.0,5.0
5167.0,4.0,4.0,3.0,4.0,1.0
5168.0,4.0,4.0,2.0,4.0,1.0
5182.0,4.0,4.0,2.0,3.0,4.0
5191.0,4.0,3.0,2.0,4.0,4.0
5193.0,4.0,4.0,1.0,2.0,1.0
5198.0,3.0,4.0,3.0,4.0,5.0
5204.0,4.0,4.0,1.0,4.0,1.0
5209.0,2.0,4.0,2.0,1.0,1.0
5211.0,3.0,4.0,3.0,4.0,5.0
